Номер кадра	Номер зоны	Ожидаемый класс	Фактический класс	Код причины	A_def, пикс.	A_max, пикс.	Delta_r, пикс.	K_circ	t_proc, мс	t_OPC, мс	Итог
# Протокол создан: 2026-05-17 01:00:11
# Папка изображений: C:/Users/L13 Yoga/Pictures/fotoLed1080
# Диапазон кадров: 618...764
# Примечание: поле 'Ожидаемый класс' заполняется как 'Не задан', пока нет файла ручной разметки.
#
0693	3	Не задан	Норма	нет	0	0	21.63	0.1642	153.07	0.0	годен
0693	4	Не задан	Норма	нет	0	0	20.25	0.4347	153.07	0.0	годен
0694	1	Не задан	Норма	нет	0	0	7.21	0.09	151.89	0.0	годен
0694	2	Не задан	Норма	нет	0	0	13.34	0.1552	151.89	0.0	годен
0694	3	Не задан	Норма	нет	0	0	19.85	0.238	151.89	0.0	годен
0694	4	Не задан	Норма	нет	0	0	11.66	0.4017	151.89	0.0	годен
0694	1	Не задан	Норма	нет	0	0	7.81	0.09	150.82	0.0	годен
0694	2	Не задан	Норма	нет	0	0	12.37	0.1552	150.82	0.0	годен
0694	3	Не задан	Норма	нет	0	0	25.0	0.238	150.82	0.0	годен
0694	4	Не задан	Норма	нет	0	0	8.6	0.4017	150.82	0.0	годен
0694	1	Не задан	Норма	нет	0	0	9.9	0.09	157.9	0.0	годен
0694	2	Не задан	Норма	нет	0	0	11.4	0.1552	157.9	0.0	годен
0694	3	Не задан	Норма	нет	0	0	28.84	0.238	157.9	0.0	годен
0694	4	Не задан	Норма	нет	0	0	7.0	0.4017	157.9	0.0	годен
0695	1	Не задан	Норма	нет	0	0	7.07	0.0693	152.47	0.0	годен
0695	2	Не задан	Норма	нет	0	0	19.03	0.1834	152.47	0.0	годен
0695	3	Не задан	Норма	нет	0	0	52.77	0.2468	152.47	0.0	годен
0695	4	Не задан	Норма	нет	0	0	2.24	0.3463	152.47	0.0	годен
0696	1	Не задан	Норма	нет	0	0	14.56	0.111	151.9	0.0	годен
0696	2	Не задан	Норма	нет	0	0	23.02	0.206	151.9	0.0	годен
0696	3	Не задан	Норма	нет	0	0	25.5	0.1932	151.9	0.0	годен
0696	4	Не задан	Норма	нет	0	0	12.17	0.2506	151.9	0.0	годен
0697	1	Не задан	Норма	нет	0	0	7.0	0.046	154.85	0.0	годен
0697	2	Не задан	Норма	нет	0	0	14.32	0.2171	154.85	0.0	годен
0697	3	Не задан	Норма	нет	0	0	38.6	0.1889	154.85	0.0	годен
0697	4	Не задан	Норма	нет	0	0	5.66	0.2866	154.85	0.0	годен
0698	1	Не задан	Норма	нет	0	0	9.49	0.0659	150.02	0.0	годен
0698	2	Не задан	Норма	нет	0	0	9.0	0.1406	150.02	0.0	годен
0698	3	Не задан	Норма	нет	0	0	25.24	0.3484	150.02	0.0	годен
0698	4	Не задан	Норма	нет	0	0	13.15	0.1734	150.02	0.0	годен
0699	1	Не задан	Норма	нет	0	0	12.08	0.2391	149.45	0.0	годен
0699	2	Не задан	Норма	нет	0	0	4.12	0.1972	149.45	0.0	годен
0699	3	Не задан	Норма	нет	0	0	23.77	0.272	149.45	0.0	годен
0699	4	Не задан	Норма	нет	0	0	9.43	0.4017	149.45	0.0	годен
0700	1	Не задан	Норма	нет	0	0	16.12	0.1009	175.1	0.0	годен
0700	2	Не задан	Норма	нет	0	0	25.02	0.1586	175.1	0.0	годен
0700	3	Не задан	Норма	нет	0	0	25.0	0.1714	175.1	0.0	годен
0700	4	Не задан	Норма	нет	0	0	26.17	0.1687	175.1	0.0	годен
0701	1	Не задан	Норма	нет	0	0	13.42	0.1799	152.72	0.0	годен
0701	2	Не задан	Норма	нет	0	0	25.08	0.1757	152.72	0.0	годен
0701	3	Не задан	Норма	нет	0	0	31.14	0.1527	152.72	0.0	годен
0701	4	Не задан	Норма	нет	0	0	28.16	0.1926	152.72	0.0	годен
0702	1	Не задан	Норма	нет	0	0	5.39	0.0609	160.44	0.0	годен
0702	2	Не задан	Норма	нет	0	0	29.07	0.1856	160.44	0.0	годен
0702	3	Не задан	Норма	нет	0	0	27.59	0.2302	160.44	0.0	годен
0702	4	Не задан	Норма	нет	0	0	9.43	0.3831	160.44	0.0	годен
0703	1	Не задан	Норма	нет	0	0	17.8	0.1046	151.31	0.0	годен
0703	2	Не задан	Норма	нет	0	0	34.71	0.1142	151.31	0.0	годен
0703	3	Не задан	Норма	нет	0	0	39.0	0.2055	151.31	0.0	годен
0703	4	Не задан	Норма	нет	0	0	4.0	0.2099	151.31	0.0	годен
0704	1	Не задан	Норма	нет	0	0	25.61	0.1038	152.62	0.0	годен
0704	2	Не задан	Норма	нет	0	0	34.53	0.13	152.62	0.0	годен
0704	3	Не задан	Норма	нет	0	0	36.72	0.2728	152.62	0.0	годен
0704	4	Не задан	Норма	нет	0	0	11.7	0.2247	152.62	0.0	годен
0705	1	Не задан	Норма	нет	0	0	18.97	0.0801	139.42	0.0	годен
0705	2	Не задан	Норма	нет	0	0	46.87	0.22	139.42	0.0	годен
0705	3	Не задан	Норма	нет	0	0	17.0	0.2691	139.42	0.0	годен
0705	4	Не задан	Норма	нет	0	0	25.71	0.1949	139.42	0.0	годен
0706	1	Не задан	Норма	нет	0	0	5.0	0.1281	176.89	0.0	годен
0706	2	Не задан	Норма	нет	0	0	15.65	0.1224	176.89	0.0	годен
0706	3	Не задан	Норма	нет	0	0	32.45	0.1893	176.89	0.0	годен
0706	4	Не задан	Норма	нет	0	0	19.92	0.412	176.89	0.0	годен
0707	1	Не задан	Норма	нет	0	0	11.4	0.1779	180.83	0.0	годен
0707	2	Не задан	Норма	нет	0	0	17.72	0.1903	180.83	0.0	годен
0707	3	Не задан	Норма	нет	0	0	34.0	0.1377	180.83	0.0	годен
0707	4	Не задан	Норма	нет	0	0	27.46	0.3165	180.83	0.0	годен
0708	1	Не задан	Норма	нет	0	0	18.03	0.3034	209.77	0.0	годен
0708	2	Не задан	Норма	нет	0	0	11.0	0.2527	209.77	0.0	годен
0708	3	Не задан	Норма	нет	0	0	36.77	0.2831	209.77	0.0	годен
0708	4	Не задан	Норма	нет	0	0	6.32	0.261	209.77	0.0	годен
0709	1	Не задан	Норма	нет	0	0	18.36	0.141	204.37	0.0	годен
0709	2	Не задан	Норма	нет	0	0	27.2	0.1419	204.37	0.0	годен
0709	3	Не задан	Норма	нет	0	0	26.25	0.3072	204.37	0.0	годен
0709	4	Не задан	Норма	нет	0	0	2.24	0.1422	204.37	0.0	годен
0710	1	Не задан	Норма	нет	0	0	15.0	0.2306	166.84	0.0	годен
0710	2	Не задан	Норма	нет	0	0	24.35	0.2302	166.84	0.0	годен
0710	3	Не задан	Норма	нет	0	0	31.78	0.2592	166.84	0.0	годен
0710	4	Не задан	Норма	нет	0	0	12.17	0.2356	166.84	0.0	годен
0711	1	Не задан	Норма	нет	0	0	2.0	0.0711	196.53	0.0	годен
0711	2	Не задан	Норма	нет	0	0	16.12	0.2195	196.53	0.0	годен
0711	3	Не задан	Норма	нет	0	0	20.0	0.4154	196.53	0.0	годен
0711	4	Не задан	Норма	нет	0	0	2.0	0.2794	196.53	0.0	годен
0712	1	Не задан	Норма	нет	0	0	9.85	0.0791	268.31	0.0	годен
0712	2	Не задан	Норма	нет	0	0	15.0	0.1304	268.31	0.0	годен
0712	3	Не задан	Норма	нет	0	0	30.87	0.1474	268.31	0.0	годен
0712	4	Не задан	Норма	нет	0	0	15.26	0.2174	268.31	0.0	годен
0713	1	Не задан	Норма	нет	0	0	16.97	0.1475	185.49	0.0	годен
0713	2	Не задан	Норма	нет	0	0	18.44	0.2095	185.49	0.0	годен
0713	3	Не задан	Норма	нет	0	0	35.85	0.1438	185.49	0.0	годен
0713	4	Не задан	Норма	нет	0	0	7.62	0.2227	185.49	0.0	годен
0714	1	Не задан	Норма	нет	0	0	21.95	0.0977	228.96	0.0	годен
0714	2	Не задан	Норма	нет	0	0	39.2	0.2992	228.96	0.0	годен
0714	3	Не задан	Норма	нет	0	0	27.02	0.3077	228.96	0.0	годен
0714	4	Не задан	Норма	нет	0	0	5.66	0.1789	228.96	0.0	годен
0715	1	Не задан	Норма	нет	0	0	16.16	0.0875	178.88	0.0	годен
0715	2	Не задан	Норма	нет	0	0	13.34	0.1289	178.88	0.0	годен
0715	3	Не задан	Норма	нет	0	0	22.67	0.343	178.88	0.0	годен
0715	4	Не задан	Норма	нет	0	0	19.65	0.2479	178.88	0.0	годен
0716	1	Не задан	Норма	нет	0	0	18.03	0.046	192.09	0.0	годен
0716	2	Не задан	Норма	нет	0	0	26.08	0.1539	192.09	0.0	годен
0716	3	Не задан	Норма	нет	0	0	36.06	0.2506	192.09	0.0	годен
0716	4	Не задан	Норма	нет	0	0	8.6	0.3242	192.09	0.0	годен
0717	1	Не задан	Норма	нет	0	0	22.85	0.1069	225.57	0.0	годен
0717	2	Не задан	Норма	нет	0	0	29.61	0.2131	225.57	0.0	годен
0717	3	Не задан	Норма	нет	0	0	37.58	0.2395	225.57	0.0	годен
0717	4	Не задан	Норма	нет	0	0	6.08	0.3945	225.57	0.0	годен
0718	1	Не задан	Норма	нет	0	0	3.61	0.1096	253.0	0.0	годен
0718	2	Не задан	Норма	нет	0	0	33.38	0.1707	253.0	0.0	годен
0718	3	Не задан	Норма	нет	0	0	43.86	0.2008	253.0	0.0	годен
0718	4	Не задан	Норма	нет	0	0	6.08	0.2185	253.0	0.0	годен
0719	1	Не задан	Норма	нет	0	0	15.13	0.1062	189.83	0.0	годен
0719	2	Не задан	Норма	нет	0	0	31.32	0.2225	189.83	0.0	годен
0719	3	Не задан	Норма	нет	0	0	30.36	0.4382	189.83	0.0	годен
0719	4	Не задан	Норма	нет	0	0	5.83	0.3139	189.83	0.0	годен
0720	1	Не задан	Норма	нет	0	0	11.4	0.1574	173.19	0.0	годен
0720	2	Не задан	Норма	нет	0	0	34.71	0.2083	173.19	0.0	годен
0720	3	Не задан	Норма	нет	0	0	29.07	0.274	173.19	0.0	годен
0720	4	Не задан	Норма	нет	0	0	10.0	0.2496	173.19	0.0	годен
0721	1	Не задан	Норма	нет	0	0	7.07	0.1749	304.07	0.0	годен
0721	2	Не задан	Норма	нет	0	0	32.28	0.1659	304.07	0.0	годен
0721	3	Не задан	Норма	нет	0	0	25.5	0.1843	304.07	0.0	годен
0721	4	Не задан	Норма	нет	0	0	6.4	0.2737	304.07	0.0	годен
0722	1	Не задан	Норма	нет	0	0	12.21	0.0536	249.48	0.0	годен
0722	2	Не задан	Норма	нет	0	0	24.74	0.277	249.48	0.0	годен
0722	3	Не задан	Норма	нет	0	0	22.47	0.2125	249.48	0.0	годен
0722	4	Не задан	Норма	нет	0	0	10.3	0.2872	249.48	0.0	годен
0723	1	Не задан	Норма	нет	0	0	13.0	0.1599	254.93	0.0	годен
0723	2	Не задан	Норма	нет	0	0	21.84	0.273	254.93	0.0	годен
0723	3	Не задан	Норма	нет	0	0	23.6	0.2057	254.93	0.0	годен
0723	4	Не задан	Норма	нет	0	0	7.81	0.3635	254.93	0.0	годен
0724	1	Не задан	Норма	нет	0	0	17.69	0.0927	212.83	0.0	годен
0724	2	Не задан	Норма	нет	0	0	26.57	0.1701	212.83	0.0	годен
0724	3	Не задан	Норма	нет	0	0	46.17	0.2197	212.83	0.0	годен
0724	4	Не задан	Норма	нет	0	0	10.63	0.2568	212.83	0.0	годен
0725	1	Не задан	Норма	нет	0	0	9.43	0.147	176.09	0.0	годен
0725	2	Не задан	Норма	нет	0	0	24.33	0.2487	176.09	0.0	годен
0725	3	Не задан	Норма	нет	0	0	30.23	0.1443	176.09	0.0	годен
0725	4	Не задан	Норма	нет	0	0	8.0	0.3122	176.09	0.0	годен
0726	1	Не задан	Норма	нет	0	0	18.68	0.0872	175.14	0.0	годен
0726	2	Не задан	Норма	нет	0	0	31.62	0.189	175.14	0.0	годен
0726	3	Не задан	Норма	нет	0	0	37.8	0.0835	175.14	0.0	годен
0726	4	Не задан	Норма	нет	0	0	5.0	0.1967	175.14	0.0	годен
0727	1	Не задан	Норма	нет	0	0	28.86	0.1793	263.01	0.0	годен
0727	2	Не задан	Норма	нет	0	0	31.78	0.1556	263.01	0.0	годен
0727	3	Не задан	Норма	нет	0	0	41.62	0.1122	263.01	0.0	годен
0727	4	Не задан	Норма	нет	0	0	11.18	0.3845	263.01	0.0	годен
0728	1	Не задан	Норма	нет	0	0	10.0	0.0444	168.14	0.0	годен
0728	2	Не задан	Норма	нет	0	0	15.23	0.1858	168.14	0.0	годен
0728	3	Не задан	Норма	нет	0	0	36.62	0.0663	168.14	0.0	годен
0728	4	Не задан	Норма	нет	0	0	3.61	0.2566	168.14	0.0	годен
0729	1	Не задан	Норма	нет	0	0	7.28	0.0829	180.06	0.0	годен
0729	2	Не задан	Норма	нет	0	0	16.12	0.1798	180.06	0.0	годен
0729	3	Не задан	Норма	нет	0	0	41.73	0.1181	180.06	0.0	годен
0729	4	Не задан	Норма	нет	0	0	3.16	0.2998	180.06	0.0	годен
0730	1	Не задан	Норма	нет	0	0	5.1	0.108	291.03	0.0	годен
0730	2	Не задан	Норма	нет	0	0	14.32	0.1307	291.03	0.0	годен
0730	3	Не задан	Норма	нет	0	0	48.3	0.1143	291.03	0.0	годен
0730	4	Не задан	Норма	нет	0	0	18.97	0.2672	291.03	0.0	годен
0731	1	Не задан	Норма	нет	0	0	2.24	0.1242	171.35	0.0	годен
0731	2	Не задан	Норма	нет	0	0	25.0	0.2361	171.35	0.0	годен
0731	3	Не задан	Норма	нет	0	0	32.65	0.1734	171.35	0.0	годен
0731	4	Не задан	Норма	нет	0	0	11.66	0.3202	171.35	0.0	годен
0732	1	Не задан	Норма	нет	0	0	18.6	0.155	169.41	0.0	годен
0732	2	Не задан	Норма	нет	0	0	10.2	0.1777	169.41	0.0	годен
0732	3	Не задан	Норма	нет	0	0	29.83	0.1348	169.41	0.0	годен
0732	4	Не задан	Норма	нет	0	0	10.0	0.287	169.41	0.0	годен
0733	1	Не задан	Норма	нет	0	0	12.04	0.0564	178.31	0.0	годен
0733	2	Не задан	Норма	нет	0	0	38.08	0.2381	178.31	0.0	годен
0733	3	Не задан	Норма	нет	0	0	41.87	0.1359	178.31	0.0	годен
0733	4	Не задан	Норма	нет	0	0	13.6	0.2001	178.31	0.0	годен
0734	1	Не задан	Норма	нет	0	0	6.71	0.075	206.54	0.0	годен
0734	2	Не задан	Норма	нет	0	0	26.42	0.079	206.54	0.0	годен
0734	3	Не задан	Норма	нет	0	0	44.78	0.0873	206.54	0.0	годен
0734	4	Не задан	Норма	нет	0	0	4.47	0.4711	206.54	0.0	годен
0735	1	Не задан	Норма	нет	0	0	5.83	0.1191	163.13	0.0	годен
0735	2	Не задан	Норма	нет	0	0	25.81	0.0741	163.13	0.0	годен
0735	3	Не задан	Норма	нет	0	0	47.41	0.132	163.13	0.0	годен
0735	4	Не задан	Норма	нет	0	0	5.83	0.382	163.13	0.0	годен
0736	1	Не задан	Норма	нет	0	0	22.8	0.1032	158.15	0.0	годен
0736	2	Не задан	Норма	нет	0	0	38.47	0.1817	158.15	0.0	годен
0736	3	Не задан	Норма	нет	0	0	49.24	0.0765	158.15	0.0	годен
0736	4	Не задан	Норма	нет	0	0	17.0	0.4644	158.15	0.0	годен
0737	1	Не задан	Норма	нет	0	0	19.92	0.1258	153.9	0.0	годен
0737	2	Не задан	Норма	нет	0	0	33.62	0.0671	153.9	0.0	годен
0737	3	Не задан	Норма	нет	0	0	58.05	0.1346	153.9	0.0	годен
0737	4	Не задан	Норма	нет	0	0	7.28	0.1855	153.9	0.0	годен
0738	1	Не задан	Норма	нет	0	0	5.83	0.044	153.92	0.0	годен
0738	2	Не задан	Норма	нет	0	0	29.55	0.1092	153.92	0.0	годен
0738	3	Не задан	Норма	нет	0	0	48.26	0.1916	153.92	0.0	годен
0738	4	Не задан	Норма	нет	0	0	13.6	0.5067	153.92	0.0	годен
0739	1	Не задан	Норма	нет	0	0	20.0	0.1393	152.35	0.0	годен
0739	2	Не задан	Норма	нет	0	0	41.0	0.156	152.35	0.0	годен
0739	3	Не задан	Норма	нет	0	0	48.33	0.1843	152.35	0.0	годен
0739	4	Не задан	Норма	нет	0	0	15.0	0.3072	152.35	0.0	годен
0740	1	Не задан	Норма	нет	0	0	11.4	0.0643	153.04	0.0	годен
0740	2	Не задан	Норма	нет	0	0	37.36	0.1003	153.04	0.0	годен
0740	3	Не задан	Норма	нет	0	0	40.31	0.147	153.04	0.0	годен
0740	4	Не задан	Норма	нет	0	0	14.56	0.296	153.04	0.0	годен
0741	1	Не задан	Норма	нет	0	0	19.65	0.1393	152.44	0.0	годен
0741	2	Не задан	Норма	нет	0	0	24.6	0.1185	152.44	0.0	годен
0741	3	Не задан	Норма	нет	0	0	34.41	0.0871	152.44	0.0	годен
0741	4	Не задан	Норма	нет	0	0	14.32	0.4461	152.44	0.0	годен
0742	1	Не задан	Норма	нет	0	0	23.35	0.091	153.75	0.0	годен
0742	2	Не задан	Норма	нет	0	0	38.48	0.1037	153.75	0.0	годен
0742	3	Не задан	Норма	нет	0	0	45.25	0.0989	153.75	0.0	годен
0742	4	Не задан	Норма	нет	0	0	17.09	0.2262	153.75	0.0	годен
0743	1	Не задан	Норма	нет	0	0	9.22	0.1653	152.9	0.0	годен
0743	2	Не задан	Норма	нет	0	0	35.51	0.2253	152.9	0.0	годен
0743	3	Не задан	Норма	нет	0	0	29.07	0.274	152.9	0.0	годен
0743	4	Не задан	Норма	нет	0	0	10.0	0.2496	152.9	0.0	годен
0744	1	Не задан	Норма	нет	0	0	31.83	0.1208	154.24	0.0	годен
0744	2	Не задан	Норма	нет	0	0	26.93	0.0766	154.24	0.0	годен
0744	3	Не задан	Норма	нет	0	0	34.99	0.12	154.24	0.0	годен
0744	4	Не задан	Норма	нет	0	0	6.4	0.2862	154.24	0.0	годен
0745	1	Не задан	Норма	нет	0	0	33.94	0.1421	152.27	0.0	годен
0745	2	Не задан	Норма	нет	0	0	26.25	0.0826	152.27	0.0	годен
0745	3	Не задан	Норма	нет	0	0	30.48	0.1424	152.27	0.0	годен
0745	4	Не задан	Норма	нет	0	0	7.81	0.2617	152.27	0.0	годен
0746	1	Не задан	Норма	нет	0	0	26.42	0.0874	152.7	0.0	годен
0746	2	Не задан	Норма	нет	0	0	42.2	0.2069	152.7	0.0	годен
0746	3	Не задан	Норма	нет	0	0	36.07	0.1691	152.7	0.0	годен
0746	4	Не задан	Норма	нет	0	0	6.0	0.2564	152.7	0.0	годен
0747	1	Не задан	Норма	нет	0	0	21.38	0.0801	157.95	0.0	годен
0747	2	Не задан	Норма	нет	0	0	24.6	0.0538	157.95	0.0	годен
0747	3	Не задан	Норма	нет	0	0	36.89	0.1312	157.95	0.0	годен
0747	4	Не задан	Норма	нет	0	0	5.0	0.3096	157.95	0.0	годен
0748	1	Не задан	Норма	нет	0	0	22.85	0.0983	153.07	0.0	годен
0748	2	Не задан	Норма	нет	0	0	43.68	0.1016	153.07	0.0	годен
0748	3	Не задан	Норма	нет	0	0	52.55	0.2306	153.07	0.0	годен
0748	4	Не задан	Норма	нет	0	0	12.04	0.2998	153.07	0.0	годен
0749	1	Не задан	Норма	нет	0	0	25.3	0.2178	151.45	0.0	годен
0749	2	Не задан	Норма	нет	0	0	43.68	0.1291	151.45	0.0	годен
0749	3	Не задан	Норма	нет	0	0	31.14	0.2408	151.45	0.0	годен
0749	4	Не задан	Норма	нет	0	0	8.94	0.4919	151.45	0.0	годен
0750	1	Не задан	Норма	нет	0	0	33.54	0.0335	150.63	0.0	годен
0750	2	Не задан	Норма	нет	0	0	16.64	0.2005	150.63	0.0	годен
0750	3	Не задан	Норма	нет	0	0	38.59	0.2336	150.63	0.0	годен
0750	4	Не задан	Норма	нет	0	0	8.54	0.3847	150.63	0.0	годен
0751	1	Не задан	Норма	нет	0	0	5.66	0.0376	151.97	0.0	годен
0751	2	Не задан	Норма	нет	0	0	44.64	0.1054	151.97	0.0	годен
0751	3	Не задан	Норма	нет	0	0	25.94	0.0884	151.97	0.0	годен
0751	4	Не задан	Норма	нет	0	0	14.14	0.5599	151.97	0.0	годен
0752	1	Не задан	Брак	пятно	1243	1135	12.65	0.4617	155.18	0.0	отбраковать
0752	2	Не задан	Норма	нет	0	0	41.77	0.1401	155.18	0.0	годен
0752	3	Не задан	Норма	нет	0	0	34.54	0.197	155.18	0.0	годен
0752	4	Не задан	Норма	нет	0	0	13.15	0.3911	155.18	0.0	годен
0753	1	Не задан	Брак	пятно	295	295	17.49	0.3117	151.34	0.0	отбраковать
0753	2	Не задан	Норма	нет	0	0	38.01	0.0804	151.34	0.0	годен
0753	3	Не задан	Норма	нет	0	0	39.4	0.1813	151.34	0.0	годен
0753	4	Не задан	Норма	нет	0	0	19.24	0.2277	151.34	0.0	годен
0754	1	Не задан	Брак	пятно	26	26	26.83	0.1498	152.96	0.0	отбраковать
0754	2	Не задан	Норма	нет	0	0	26.93	0.1115	152.96	0.0	годен
0754	3	Не задан	Норма	нет	0	0	43.83	0.1033	152.96	0.0	годен
0754	4	Не задан	Норма	нет	0	0	12.37	0.42	152.96	0.0	годен
0755	1	Не задан	Норма	нет	0	0	41.11	0.1058	150.38	0.0	годен
0755	2	Не задан	Норма	нет	0	0	82.71	0.0896	150.38	0.0	годен
0755	3	Не задан	Норма	нет	0	0	34.06	0.2861	150.38	0.0	годен
0755	4	Не задан	Норма	нет	0	0	93.77	0.4287	150.38	0.0	годен
0756	1	Не задан	Норма	нет	0	0	17.0	0.2132	153.35	0.0	годен
0756	2	Не задан	Норма	нет	0	0	30.61	0.0985	153.35	0.0	годен
0756	3	Не задан	Норма	нет	0	0	8.06	0.2476	153.35	0.0	годен
0756	4	Не задан	Норма	нет	0	0	5.66	0.2918	153.35	0.0	годен
0757	1	Не задан	Норма	нет	0	0	19.0	0.1424	151.36	0.0	годен
0757	2	Не задан	Норма	нет	0	0	26.93	0.0908	151.36	0.0	годен
0757	3	Не задан	Норма	нет	0	0	9.22	0.2472	151.36	0.0	годен
0757	4	Не задан	Брак	пятно	26	26	10.77	0.4921	151.36	0.0	отбраковать
0758	1	Не задан	Норма	нет	0	0	18.11	0.1605	151.91	0.0	годен
0758	2	Не задан	Норма	нет	0	0	34.18	0.0785	151.91	0.0	годен
0758	3	Не задан	Норма	нет	0	0	10.2	0.4305	151.91	0.0	годен
0758	4	Не задан	Норма	нет	0	0	9.43	0.4645	151.91	0.0	годен
0759	1	Не задан	Норма	нет	0	0	18.97	0.0617	150.32	0.0	годен
0759	2	Не задан	Норма	нет	0	0	47.52	0.0718	150.32	0.0	годен
0759	3	Не задан	Норма	нет	0	0	40.22	0.2271	150.32	0.0	годен
0759	4	Не задан	Норма	нет	0	0	10.2	0.3975	150.32	0.0	годен
0760	1	Не задан	Брак	пятно	465	465	27.8	0.0941	152.22	0.0	отбраковать
0760	2	Не задан	Норма	нет	0	0	51.16	0.1563	152.22	0.0	годен
0760	3	Не задан	Норма	нет	0	0	40.22	0.2146	152.22	0.0	годен
0760	4	Не задан	Норма	нет	0	0	10.05	0.6143	152.22	0.0	годен
0761	1	Не задан	Норма	нет	0	0	13.04	0.0601	149.95	0.0	годен
0761	2	Не задан	Норма	нет	0	0	52.15	0.1466	149.95	0.0	годен
0761	3	Не задан	Норма	нет	0	0	36.24	0.1896	149.95	0.0	годен
0761	4	Не задан	Норма	нет	0	0	11.0	0.4924	149.95	0.0	годен
0762	1	Не задан	Норма	нет	0	0	4.12	0.0647	151.27	0.0	годен
0762	2	Не задан	Норма	нет	0	0	17.03	0.0551	151.27	0.0	годен
0762	3	Не задан	Норма	нет	0	0	16.55	0.156	151.27	0.0	годен
0762	4	Не задан	Норма	нет	0	0	2.0	0.3664	151.27	0.0	годен
0763	1	Не задан	Норма	нет	0	0	10.2	0.1997	150.32	0.0	годен
0763	2	Не задан	Норма	нет	0	0	14.56	0.0505	150.32	0.0	годен
0763	3	Не задан	Норма	нет	0	0	21.63	0.1414	150.32	0.0	годен
0763	4	Не задан	Норма	нет	0	0	5.66	0.5441	150.32	0.0	годен
0764	1	Не задан	Норма	нет	0	0	18.44	0.1881	152.48	0.0	годен
0764	2	Не задан	Норма	нет	0	0	18.79	0.1361	152.48	0.0	годен
0764	3	Не задан	Брак	пятно	177	177	19.1	0.3844	152.48	0.0	отбраковать
0764	4	Не задан	Норма	нет	0	0	12.53	0.4965	152.48	0.0	годен
0618	1	Не задан	Норма	нет	0	0	13.04	0.2093	150.78	0.0	годен
0618	2	Не задан	Норма	нет	0	0	37.11	0.0956	150.78	0.0	годен
0618	3	Не задан	Норма	нет	0	0	39.81	0.381	150.78	0.0	годен
0618	4	Не задан	Норма	нет	0	0	14.87	0.4099	150.78	0.0	годен
0619	1	Не задан	Норма	нет	0	0	3.16	0.1649	150.22	0.0	годен
0619	2	Не задан	Норма	нет	0	0	37.36	0.1466	150.22	0.0	годен
0619	3	Не задан	Норма	нет	0	0	26.93	0.1756	150.22	0.0	годен
0619	4	Не задан	Норма	нет	0	0	10.0	0.3612	150.22	0.0	годен
0620	1	Не задан	Норма	нет	0	0	9.49	0.0772	152.58	0.0	годен
0620	2	Не задан	Норма	нет	0	0	35.9	0.1647	152.58	0.0	годен
0620	3	Не задан	Норма	нет	0	0	18.6	0.3546	152.58	0.0	годен
0620	4	Не задан	Норма	нет	0	0	20.25	0.4509	152.58	0.0	годен
0621	1	Не задан	Норма	нет	0	0	8.94	0.1241	150.24	0.0	годен
0621	2	Не задан	Норма	нет	0	0	23.26	0.1202	150.24	0.0	годен
0621	3	Не задан	Норма	нет	0	0	13.6	0.5862	150.24	0.0	годен
0621	4	Не задан	Норма	нет	0	0	8.0	0.4558	150.24	0.0	годен
